english_source,swedish_opus,swedish_human,swedish_gpt,error_tags,gpt_acceptable,context
And if Holland did?,Och om Holland gjorde det?,Och om Holland hade det?,Och om Holland gjorde det?,"[""LF"", ""BET""]",False,"[""Who pulled the trigger?"", ""I held the gun."", ""Bobby wrapped his hand around mine."", ""He said he wanted to die."", ""I helped Bobby do what he wanted."", ""I didn't- I didn't wanna do it, but I wasn't considering myself."", ""It's called Mercy Killing."", ""You have 48 hours to arraign him or let him go."", ""Ask the medical examiner if Holland did have AIDS."", ""You'll get answers faster than I will.""]"
The guy's jive.,Killen är jive.,Killen är lurig,Killen snackar strunt.,"[""SAK"", ""BET""]",True,"[""I helped Bobby do what he wanted."", ""I didn't- I didn't wanna do it, but I wasn't considering myself."", ""It's called Mercy Killing."", ""You have 48 hours to arraign him or let him go."", ""Ask the medical examiner if Holland did have AIDS."", ""You'll get answers faster than I will."", ""And if Holland did?"", ""Find out about the victims in LA and San Francisco."", ""What if they had AIDS, too?"", ""We'll need answers to questions we haven't even thought of.""]"
"You say it's a mercy killing, you don't do 15-to-life.","Du säger att det är ett barmhärtighetsmord, du gör inte 15-till-livet.",Säger du att det är ett barnhärtighetsmord får du inte 15 till livstid,Säger man att det är barmhärtighetsdöd får man inte 15 år till livstid.,"[""ST"", ""DIR"", ""BET""]",False,"[""The guy's jive."", ""I'm telling you."", ""A jury might not think so."", ""What's a jury going to think when they hear"", ""Holland never even touched the gun?"", ""No powder residue on his hands."", ""Holland had AIDS."", ""So did San Francisco and LA."", ""So Curry's telling the truth."", ""Or part of the truth.""]"
"Because somebody has AIDS, doesn't mean he can't be murdered.","För att någon har AIDS, betyder inte att han inte kan bli mördad.","För att nån har AIDS, betyder det inte att han inte kan bli mördad",Bara för att någon har AIDS betyder det inte att han inte kan bli mördad.,"[""SAK"", ""GR""]",True,"[""I'm telling you."", ""A jury might not think so."", ""What's a jury going to think when they hear"", ""Holland never even touched the gun?"", ""No powder residue on his hands."", ""Holland had AIDS."", ""So did San Francisco and LA."", ""So Curry's telling the truth."", ""Or part of the truth."", ""You say it's a mercy killing, you don't do 15-to-life.""]"
Where's that get us?,Var kommer det oss ifrån?,Vart leder det oss?,Vad leder det oss till?,"[""LF"", ""BET""]",False,"[""A jury might not think so."", ""What's a jury going to think when they hear"", ""Holland never even touched the gun?"", ""No powder residue on his hands."", ""Holland had AIDS."", ""So did San Francisco and LA."", ""So Curry's telling the truth."", ""Or part of the truth."", ""You say it's a mercy killing, you don't do 15-to-life."", ""Because somebody has AIDS, doesn't mean he can't be murdered.""]"
Not an easy way to go.,Inte ett lätt sätt att gå.,Inte ett lättsamt sätt att lämna på,Inte ett lätt sätt att dö.,"[""SEM""]",True,"[""Where's that get us?"", ""He's killing these AIDS patients for kicks?"", ""I hated Bobby being that way."", ""I hated it."", ""People he hung out with"", ""- I hated the way he lived his life."", ""But this guy, Curry, you shouldn't put him in jail."", ""He shot your son."", ""You read the articles?"", ""Newspapers?""]"
"Yes, I can.","Ja, det kan jag.","Jo, det kan jag.","Jo, det kan jag.","[""SEM""]",True,"[""- wow"", ""- And these."", ""- Oh, no."", ""- Yeah."", ""Those were the last pictures I ever took of you."", ""okay, you're gonna have to leave now, or I'm pretty sure I'm gonna kiss you."", ""okay okay--you're gonna leave, or okay, I should kiss you?"", ""I don't know."", ""You're gonna leave now, aren't you?"", ""jack, you can't put two cards down.""]"
Manslaughter in the first degree;,Manslakt i första graden.,Dråp av första graden,Dråp av första graden;,"[""ST"", ""LF"", ""BET""]",True,"[""That bastard, Curry... killed my son."", ""You have to put that man in jail."", ""The defense is going to make a very strong case that your son intended to die."", ""I've been getting Bobby's mail."", ""This letter."", ""\""Gay Men Allied Against Aids.\"""", ""Bobby had an appointment with someone to talk about taking AZT."", ""My son wanted to live."", ""Murder in the second degree;"", ""J conspiracy in the first degree;""]"
Promoting a suicide attempt;,Främja självmordsförsök.,Främjande av suicidförsök,Främjande av självmordsförsök;,"[""ST"", ""GR"", ""PR""]",False,"[""The defense is going to make a very strong case that your son intended to die."", ""I've been getting Bobby's mail."", ""This letter."", ""\""Gay Men Allied Against Aids.\"""", ""Bobby had an appointment with someone to talk about taking AZT."", ""My son wanted to live."", ""Murder in the second degree;"", ""J conspiracy in the first degree;"", ""Manslaughter in the first degree;"", ""Criminally negligent homicide;""]"
And reckless endangerment in the second degree.,Och vårdslös fara i andra graden.,Och allmänfarlig vårdslöshet av andra graden.,Och vårdslöst framkallande av fara av andra graden.,"[""ST"", ""LF"", ""BET""]",False,"[""I've been getting Bobby's mail."", ""This letter."", ""\""Gay Men Allied Against Aids.\"""", ""Bobby had an appointment with someone to talk about taking AZT."", ""My son wanted to live."", ""Murder in the second degree;"", ""J conspiracy in the first degree;"", ""Manslaughter in the first degree;"", ""Criminally negligent homicide;"", ""Promoting a suicide attempt;""]"
Does the defendant wish to enter a plea?,Vill den svarande framföra en begäran?,Vill den åtalade framföra sitt ställningstagande till åtalet?,Vill den åtalade avge svaromål?,"[""ST"", ""LF"", ""PR""]",False,"[""This letter."", ""\""Gay Men Allied Against Aids.\"""", ""Bobby had an appointment with someone to talk about taking AZT."", ""My son wanted to live."", ""Murder in the second degree;"", ""J conspiracy in the first degree;"", ""Manslaughter in the first degree;"", ""Criminally negligent homicide;"", ""Promoting a suicide attempt;"", ""And reckless endangerment in the second degree.""]"
Not guilty on all counts.,Inte skyldig på alla punkter.,Oskyldig på samtliga åtalspunkter.,Icke skyldig på alla punkter.,"[""ST"", ""PR""]",False,"[""Bobby had an appointment with someone to talk about taking AZT."", ""My son wanted to live."", ""Murder in the second degree;"", ""J conspiracy in the first degree;"", ""Manslaughter in the first degree;"", ""Criminally negligent homicide;"", ""Promoting a suicide attempt;"", ""And reckless endangerment in the second degree."", ""Does the defendant wish to enter a plea?"", ""Yes, Your Honor.""]"
"Personally, I'm uncomfortable releasing any homicide defendant without substantial bail, but I do not feel that this defendant is a major flight risk.","Personligen känner jag mig obekväm med att frige alla mördare utan att betala borgen, men jag tycker inte att den här svaranden är en stor flyktrisk.","Personligen känner jag mig obekväm med att släppa en åtalad mördare utan en substantiell borg, men jag känner inte att den åtalade utgör hög flyktrisk","Personligen känner jag mig obekväm med att släppa någon åtalad för mord utan substantiell borgen, men jag anser inte att denne utgör någon större flyktrisk.","[""ST"", ""SAK"", ""SEM""]",True,"[""Manslaughter in the first degree;"", ""Criminally negligent homicide;"", ""Promoting a suicide attempt;"", ""And reckless endangerment in the second degree."", ""Does the defendant wish to enter a plea?"", ""Yes, Your Honor."", ""Not guilty on all counts."", ""Do the people have a bail recommendation, Mr. Stone?"", ""This case is a homicide, Your Honor."", ""Despite the circumstances we feel that some bail j is necessary.""]"
Short date.,Kort dejt.,Kort datum.,Kort datum.,"[""LF"", ""BET""]",True,"[""Promoting a suicide attempt;"", ""And reckless endangerment in the second degree."", ""Does the defendant wish to enter a plea?"", ""Yes, Your Honor."", ""Not guilty on all counts."", ""Do the people have a bail recommendation, Mr. Stone?"", ""This case is a homicide, Your Honor."", ""Despite the circumstances we feel that some bail j is necessary."", ""Personally, I'm uncomfortable releasing any homicide defendant without substantial bail, but I do not feel that this defendant is a major flight risk."", ""$50,000.""]"
"straight is not the issue, murder masquerading as assisted suicide is the issue.","Rakt på sak är inte frågan, mord maskerad som assisterat självmord är frågan.","Hetero är inte problemet, mord maskerat bakom assisterat självmord är problemet","Sexuell läggning är inte frågan, mord som maskeras som assisterat självmord är frågan.","[""LF"", ""GR"", ""BET""]",False,"[""$50,000."", ""Short date."", ""Our government is killing us through neglect."", ""The mayor, the governor, the president, they have blood on their hands."", ""While we're dying, they're prosecuting Jack Curry."", ""Take the money from the District Attorney and give it to the Health Department."", ""Mr. Gordon, do you think the prosecution has hustled the people with AIDS?"", ""If Bobby Holland was dying of Alzheimer's and Jack Curry wasn't gay, would they charge him with murder?"", ""Every gay activist in the country is going to be after us."", ""I understand, Adam, but gay?""]"
"Let's say we drop the charges and go for a misdemeanor, we're not ignoring the gay?","Låt oss säga att vi lägger ner åtalet och gör oss skyldiga till en förseelse, vi ignorerar inte bögen?","Säg att vi lägger ner åtalet och kör på förseelse, ignorerar vi inte gay-faktorn?","Låt oss säga att vi lägger ner åtalspunkterna och går på en förseelse, ignorerar vi då det homosexuella?","[""DIR"", ""LF"", ""BET""]",False,"[""Short date."", ""Our government is killing us through neglect."", ""The mayor, the governor, the president, they have blood on their hands."", ""While we're dying, they're prosecuting Jack Curry."", ""Take the money from the District Attorney and give it to the Health Department."", ""Mr. Gordon, do you think the prosecution has hustled the people with AIDS?"", ""If Bobby Holland was dying of Alzheimer's and Jack Curry wasn't gay, would they charge him with murder?"", ""Every gay activist in the country is going to be after us."", ""I understand, Adam, but gay?"", ""straight is not the issue, murder masquerading as assisted suicide is the issue.""]"
It's pity for gay people.,Det är synd om homosexuella.,Det är att tycka synd om homosexuella.,Det är medlidande med homosexuella.,"[""SAK"", ""SEM""]",False,"[""If Bobby Holland was dying of Alzheimer's and Jack Curry wasn't gay, would they charge him with murder?"", ""Every gay activist in the country is going to be after us."", ""I understand, Adam, but gay?"", ""straight is not the issue, murder masquerading as assisted suicide is the issue."", ""Let's say we drop the charges and go for a misdemeanor, we're not ignoring the gay?"", ""straight question, we're making it the only question."", ""And you knowwhat that is?"", ""Good politics."", ""Yes, and bad law."", ""It's not compassion.""]"
How does anybody knowwhat went through Bobby Holland's mind five minutes before he died?,Hur vet nån vad Bobby Holland tänkte på fem minuter innan han dog?,Hur vet någon vad som pågick i Bobby Hollands huvud fem minuter innan han dog?,Hur kan någon veta vad som gick genom Bobby Hollands huvud fem minuter innan han dog?,"[""SAK"", ""SEM""]",True,"[""straight is not the issue, murder masquerading as assisted suicide is the issue."", ""Let's say we drop the charges and go for a misdemeanor, we're not ignoring the gay?"", ""straight question, we're making it the only question."", ""And you knowwhat that is?"", ""Good politics."", ""Yes, and bad law."", ""It's not compassion."", ""It's pity for gay people."", ""And pity is one step away from ridicule."", ""Nowwhat if Bobby Holland wanted to die?""]"
"And Jack Curry, who's done this twice before, did he talk him into it?","Och Jack Curry, vem har gjort det här två gånger tidigare, övertalade han honom till det?","Och Jack Curry, som har gjort det här två gånger tidigare, övertalade han honom till det?","Och Jack Curry, som har gjort det här två gånger tidigare, övertalade han honom?","[""LF"", ""BET""]",True,"[""Good politics."", ""Yes, and bad law."", ""It's not compassion."", ""It's pity for gay people."", ""And pity is one step away from ridicule."", ""Nowwhat if Bobby Holland wanted to die?"", ""How does anybody knowwhat went through Bobby Holland's mind five minutes before he died?"", ""Or two minutes?"", ""Or 20 seconds?"", ""Or one second?""]"
Can't change the fact that Holland was gay and Curry is gay.,Man kan inte ändra på att Holland var bög och Curry är bög.,Går inte ändra på faktumet att Holland var bög och att Curry är bög.,Man kan inte ändra på att Holland var homosexuell och Curry är homosexuell.,"[""SAK"", ""ADD"", ""SEM""]",False,"[""Yes, and bad law."", ""It's not compassion."", ""It's pity for gay people."", ""And pity is one step away from ridicule."", ""Nowwhat if Bobby Holland wanted to die?"", ""How does anybody knowwhat went through Bobby Holland's mind five minutes before he died?"", ""Or two minutes?"", ""Or 20 seconds?"", ""Or one second?"", ""And Jack Curry, who's done this twice before, did he talk him into it?""]"
