english_source,swedish_opus,swedish_human,swedish_gpt,error_tags,gpt_comparison,gpt_error_tags,explanation,problem_description,gpt_comparison_comment,reviewer_suggestion,legacy_tags,context_5,context_10
"Anyway, Bobby would never let me get away with it.","Hur som helst, Bobby skulle aldrig låta mig komma undan med det.","Hur som helst, hade Bobby aldrig låtit mig komma undan med det.","Hur som helst, Bobby lät mig aldrig komma undan med det.",['GR' 'PR'],LLM BETTER,[],Syftar till att Bobby inte hade låtit vissa saker sägas utan att kommentera på det eller säga emot,Anpassning efter svensk språknorm och språkkänsla,(O) - Då frasen är ett återberättande av en/flera tidigare händelse/händelser är LLMs tempus korrekt.,,"Ordföljd, ordval","[""And that's how I want it."" 'What about you and Bobby Holland?'
 'I used to hate being gay.' 'I used to make fag jokes all the time.'
 'You know, the way blacks call each other nigger?']","['Angel... somebody.'
 ""Denny Massacio in there, what do you think he'd say, you told him Bobby was gay?""
 'Or that you are?' ""He'd never believe it."" ""He'd laugh.""
 ""And that's how I want it."" 'What about you and Bobby Holland?'
 'I used to hate being gay.' 'I used to make fag jokes all the time.'
 'You know, the way blacks call each other nigger?']"
We were over.,Vi var över.,Vi hade gjort slut,Det var slut.,['DIR' 'SEM'],LLM WORSE,['SEM'],Syftar till att relationen hade tagit slut,Direktöversättning som kräver anpassning efter betydelse,"(O) - LLM funkar okej, men AÖ passar kontexten bättre.",,Semantiskt,"['You know, the way blacks call each other nigger?'
 'Anyway, Bobby would never let me get away with it.'
 'I was in love with Bobby.'
 'So you take a weekend out of town, and he picks up somebody else, huh?'
 'Six, eight weeks ago he started seeing somebody new.']","[""He'd laugh."" ""And that's how I want it.""
 'What about you and Bobby Holland?' 'I used to hate being gay.'
 'I used to make fag jokes all the time.'
 'You know, the way blacks call each other nigger?'
 'Anyway, Bobby would never let me get away with it.'
 'I was in love with Bobby.'
 'So you take a weekend out of town, and he picks up somebody else, huh?'
 'Six, eight weeks ago he started seeing somebody new.']"
"I don't know what this guy had for him, but they met at the gym.","Jag vet inte vad han hade, men de träffades på gymmet.","Jag vet inte vad den här killen kände för honom, men de träffades på gymmet.","Jag vet inte vad den här killen hade som lockade, men de träffades på gymmet.",['SAK' 'BET'],LLM WORSE,['ADD' 'SEM'],Syftar till att uttrycka oförståelse för varför en person gillade en annan och att deras relation började efter att de träffades på gymmet,Saknas ord.,(O) - LLM missar innebörden något.,"Jag vet inte vad den här killen kände för honom, men de träffades på gymmet.","Ordval, betydelseförlust","['Anyway, Bobby would never let me get away with it.'
 'I was in love with Bobby.'
 'So you take a weekend out of town, and he picks up somebody else, huh?'
 'Six, eight weeks ago he started seeing somebody new.' 'We were over.']","[""And that's how I want it."" 'What about you and Bobby Holland?'
 'I used to hate being gay.' 'I used to make fag jokes all the time.'
 'You know, the way blacks call each other nigger?'
 'Anyway, Bobby would never let me get away with it.'
 'I was in love with Bobby.'
 'So you take a weekend out of town, and he picks up somebody else, huh?'
 'Six, eight weeks ago he started seeing somebody new.' 'We were over.']"
What are you a psychic now.,Vad är du synsk nu?,"Vadå, är du synsk nu?","Vadå, är du synsk nu?",['GR' 'SEM'],LLM OK,[],Syftar till att på skoj fråga om någon har övernaturliga förmågor att förutse saker,"""What"" = ""vadå""",,,Grammatiskt,"[""I don't know his last name."" 'Gray silk jacket named Jack.' 'Great.'
 'A bullet to the head.' 'This case, I heard about it before.']","['We were over.'
 ""I don't know what this guy had for him, but they met at the gym.""
 'You know his name?' 'He lives somewhere on the East Side.' 'Jack.'
 ""I don't know his last name."" 'Gray silk jacket named Jack.' 'Great.'
 'A bullet to the head.' 'This case, I heard about it before.']"
The same kind of killing.,Samma typ av dödande.,Samma sorts mord,Samma sorts mord.,['SEM' 'PR'],LLM OK,[],Syftar till att dra paralleller mellan mord och konstatera likheterna,Anpassning efter svensk språknorm och språkkänsla,,,Semantiskt,"['Great.' 'A bullet to the head.' 'This case, I heard about it before.'
 'What are you a psychic now.' 'A month ago, maybe two.']","['You know his name?' 'He lives somewhere on the East Side.' 'Jack.'
 ""I don't know his last name."" 'Gray silk jacket named Jack.' 'Great.'
 'A bullet to the head.' 'This case, I heard about it before.'
 'What are you a psychic now.' 'A month ago, maybe two.']"
Gay bashing?,Bögbajs?,Böghat?,Bögmisshandel?,['SL' 'LF' 'BET'],LLM WORSE,['SL' 'SEM'],Syftar till att en incident var hatbrott mot homosexuella,"""Gay bashing"" = hatbrott/våldsbrott mot homosexuella --> böghat",(O) - Misshandel blir fel i denna kontext då frågan syftar till potentiellt motiv till mord.,,"Ordval, betydelseförlust","['A bullet to the head.' 'This case, I heard about it before.'
 'What are you a psychic now.' 'A month ago, maybe two.'
 'The same kind of killing.']","['He lives somewhere on the East Side.' 'Jack.'
 ""I don't know his last name."" 'Gray silk jacket named Jack.' 'Great.'
 'A bullet to the head.' 'This case, I heard about it before.'
 'What are you a psychic now.' 'A month ago, maybe two.'
 'The same kind of killing.']"
Redwoods.,Rödträ.,Redwoods,Redwoods.,['PR'],LLM OK,[],Syftar till att referera till skogsområde med amerikansk sekvoja,"""Redwoods"" tillräckligt etablerat för att inte översättas",,,"Semantiskt, betydelseförlust","['Gay bashing?' 'I read about it.'
 '""Time,"" ""Newsweek,"" last week or the week before.'
 ""You sure you didn't read about this in your dreams?"" '""California.""']","['A bullet to the head.' 'This case, I heard about it before.'
 'What are you a psychic now.' 'A month ago, maybe two.'
 'The same kind of killing.' 'Gay bashing?' 'I read about it.'
 '""Time,"" ""Newsweek,"" last week or the week before.'
 ""You sure you didn't read about this in your dreams?"" '""California.""']"
"Gun was found in an empty lot, wiped clean.","Pistolen hittades på en tom tomt, rensad.","Pistolen hittades på en ledig tomt, torkad ren","Vapnet hittades på en tom tomt, avtorkat.",['LF' 'BET' 'PR'],LLM BETTER,[],Syftar till att skjutvapnet man sökt efter hittades på en tom markyta och den hade torkats av,"""Wiped clean"" = ""torkad ren"". Anpassning efter svensk språkkänsla och norm","(O) - Som i exemplet på rad 345 tycker jag att ""tom tomt"" blir mer korrekt här.",,"Ordval, betydelseförlust","['""Michelle Pfeiffer.""' 'One of them interests you.' '""Earthquakes.""'
 'And murder.' 'No prints here either.']","['I read about it.' '""Time,"" ""Newsweek,"" last week or the week before.'
 ""You sure you didn't read about this in your dreams?"" '""California.""'
 '""Redwoods.""' '""Michelle Pfeiffer.""' 'One of them interests you.'
 '""Earthquakes.""' 'And murder.' 'No prints here either.']"
Uh-huh.,Okej.,Mm-hmm.,Mm.,['SEM'],LLM OK,[],Syftar till att svara jakande på ett sätt som förmedlar att informationen är  ny för en,Anpassning efter svensk språknorm och språkkänsla,(O) - Tycker LLM passar bättre då jag tolkar uttryckets syfte som ett jakande svar i allmänhet.,Mm-hmm.,Ordval,"['Ah!' 'Stay out of the kitchen.' 'FRED:'
 'How about another biscuit, Ethel?' 'ETHEL:']","['You going to thank me?' 'Huh?' ""Well, I can't stand anymore.""
 ""I'll be back later."" 'ETHEL:' 'Ah!' 'Stay out of the kitchen.' 'FRED:'
 'How about another biscuit, Ethel?' 'ETHEL:']"
Ripped the place apart.,Jag rev sönder stället.,Slog sönder stället.,Rev sönder stället.,['ADD' 'BET' 'SEM'],LLM WORSE,['DIR' 'SEM'],Syftar till att en person våldsamt hade förstört föremål på platsen,en annan person utförde handlingen. Anpassning efter svensk språknorm och spräkkänsla,(O) - LLM funkar lika bra.,,"Grammatiskt, semantiskt, betydelseförlust","['And murder.' 'No prints here either.'
 'Gun was found in an empty lot, wiped clean.' 'Burglary?' 'Uh-huh.']","['""California.""' '""Redwoods.""' '""Michelle Pfeiffer.""'
 'One of them interests you.' '""Earthquakes.""' 'And murder.'
 'No prints here either.' 'Gun was found in an empty lot, wiped clean.'
 'Burglary?' 'Uh-huh.']"
"Yeah, all right.",Okej.,"Ja, det är lugnt","Ja, okej.",['SAK' 'SEM'],LLM OK,[],Syftar till att svara att något inte är ett problem,Översättning kräver anpassning efter kontext och syfte,(O) - Då jag tolkar frasens syfte som ett godkännande av en begäran tycker jag LLM funkar lika bra.,,"Semantiskt, betydelseförlust","['You got gas money?' '- How much?' '- Twenty bucks.'
 ""- Oh, I'm not going very far."" 'Twenty bucks.']","['Yeah.' 'Whatbringsyouhere?' ""That'sa goodquestion."" 'But we have time.'
 '- SHANE:' 'You got gas money?' '- How much?' '- Twenty bucks.'
 ""- Oh, I'm not going very far."" 'Twenty bucks.']"
"I'm as sure as I can be, not looking at the bodies.","Jag är så säker jag kan vara, inte titta på kropparna.","Jag är så säker man kan bli, utan att titta på kropparna",Jag är så säker jag kan vara utan att se kropparna.,['DIR' 'GR' 'BET'],LLM OK,[],Syftar till att uttrycka säkerhet i frågan utan att ännu sett mer bevis,Idiomatiskt uttryck som kräver anpassning. Anpassning efter svensk språknorm och språkkänsla,(O) - LLM funkar lika bra.,,"Idiomatiskt, grammatiskt, ordval","[""Call Sheriff's Homicide in LA."" ""Lead investigator's name is Sam white.""
 ""They're not as friendly in Los Angeles."" ""Too much sun makes 'em crazy.""
 ""Am I sure it's a similar case?""]","['Can you fax it?' '212-555-8342.' 'Yeah, all right.' 'Thanks.'
 ""He's faxing it."" ""Call Sheriff's Homicide in LA.""
 ""Lead investigator's name is Sam white.""
 ""They're not as friendly in Los Angeles."" ""Too much sun makes 'em crazy.""
 ""Am I sure it's a similar case?""]"
Just a lot of phone numbers on scraps of paper.,Bara en massa telefonnummer på pappersskrot.,Bara en massa telefonnummer på papperslappar,Bara en massa telefonnummer på papperslappar.,['LF' 'BET'],LLM OK,[],Syftar till att det fanns massor telefonnummer nedskrivna på papperslappar,"""scraps of paper"" = ""papperslappar"" (möjlligen avrivna)",,,"Semantiskt, ordval","[""Am I sure it's a similar case?""
 ""I'm as sure as I can be, not looking at the bodies."" 'Right.' 'Mm-hmm.'
 'The victim had no address book.']","[""He's faxing it."" ""Call Sheriff's Homicide in LA.""
 ""Lead investigator's name is Sam white.""
 ""They're not as friendly in Los Angeles."" ""Too much sun makes 'em crazy.""
 ""Am I sure it's a similar case?""
 ""I'm as sure as I can be, not looking at the bodies."" 'Right.' 'Mm-hmm.'
 'The victim had no address book.']"
"What do you think we're doing, getting cats out of trees?","Vad tror du att vi gör, att få ut katter ur träd?","Vad tror du att vi gör, tar ner katter från träd?","Vad tror du vi gör, räddar katter ur träd?",['GR' 'PR'],LLM OK,[],syftar till att sarkastiskt kommentera på att ens yrkesutövande innebär viktigt arbete,Grammatiska felaktigheter. Anpassning efter svensk språknorm och språkkänsla,(O) - LLM funkar lika bra.,,Grammatiskt,"['The victim had no address book.'
 'Just a lot of phone numbers on scraps of paper.' 'Copies?'
 'Oh, an open homicide investigation?' '!']","[""Too much sun makes 'em crazy."" ""Am I sure it's a similar case?""
 ""I'm as sure as I can be, not looking at the bodies."" 'Right.' 'Mm-hmm.'
 'The victim had no address book.'
 'Just a lot of phone numbers on scraps of paper.' 'Copies?'
 'Oh, an open homicide investigation?' '!']"
"Look, we link the victims, we got a case, okay?","Om vi kopplar ihop offren, så har vi ett fall.","Kolla, vi kopplar ihop offren, vi får ett fall, okej?","Hör du, om vi kopplar offren har vi ett case, okej?",['SAK' 'SEM'],LLM WORSE,['SEM'],Syftar till att man kan koppla ihop incidenterna och att dessa mönster skapar en tydlig bild,"Saknas ord. Anpassning efter talspråk, svensk språknorm och språkkänsla","(O) - Tycker ""kolla"" funkar bättre än ""hör du"". ""Kopplar"" istället för ""kopplar ihop"" blir tvetydigt.",,"Ordval, betydelseförlust","['Just a lot of phone numbers on scraps of paper.' 'Copies?'
 'Oh, an open homicide investigation?' '!'
 ""What do you think we're doing, getting cats out of trees?""]","[""Am I sure it's a similar case?""
 ""I'm as sure as I can be, not looking at the bodies."" 'Right.' 'Mm-hmm.'
 'The victim had no address book.'
 'Just a lot of phone numbers on scraps of paper.' 'Copies?'
 'Oh, an open homicide investigation?' '!'
 ""What do you think we're doing, getting cats out of trees?""]"
"Just fax us whatever you got, okay?","Bara faxa oss vad du än har, okej?","Bara faxa oss det du har, okej?","Bara faxa oss vad ni har, okej?",['SEM'],LLM OK,[],"Syftar till att man vill få informationen faxad till sig, även om den inte är helt komplett",anpassning efter svensk språknorm och språkkänsla,"(O) - LLM funkar lika bra. Oklart om ""you"" är singular eller plural i ursprungliga frasen.",,Semantiskt,"['!' ""What do you think we're doing, getting cats out of trees?""
 'Look, we link the victims, we got a case, okay?'
 'Now if you can just send us...' ""Nobody's asking for the originals!""]","['Mm-hmm.' 'The victim had no address book.'
 'Just a lot of phone numbers on scraps of paper.' 'Copies?'
 'Oh, an open homicide investigation?' '!'
 ""What do you think we're doing, getting cats out of trees?""
 'Look, we link the victims, we got a case, okay?'
 'Now if you can just send us...' ""Nobody's asking for the originals!""]"
In an open investigation we do not release evidence under any circumstances.,I en öppen utredning släpper vi inte under några omständigheter ut bevis.,I en pågående utredning lämnar vi inte ut bevisning under några omständigheter,I en pågående utredning lämnar vi inte ut bevis under några omständigheter.,['ST' 'GR' 'PR'],LLM WORSE,['ST' 'PR'],syftar till att förmedla att det är emot reglerna att dela med sig av bevis under pågående polisutredningar,Kräver anpassning med korrekt terminologi. Formulering efter svensk språknorm och språkkänsla,(O) - LLM funkar okej men AÖ har mer korrekt terminologi för sammanhanget.,,"Ordval, formulering","['Now if you can just send us...' ""Nobody's asking for the originals!""
 'Just fax us whatever you got, okay?' 'What?' 'Fax you, okay?']","['Copies?' 'Oh, an open homicide investigation?' '!'
 ""What do you think we're doing, getting cats out of trees?""
 'Look, we link the victims, we got a case, okay?'
 'Now if you can just send us...' ""Nobody's asking for the originals!""
 'Just fax us whatever you got, okay?' 'What?' 'Fax you, okay?']"
You know how some people gotta give you a hard time just to feel like they're alive.,Du vet hur vissa människor måste göra det svårt för dig bara för att känna att de lever.,Du vet hur vissa människor måste göra det svårt för andra bara för att få känna att de lever,Du vet hur vissa måste jävlas med dig bara för att känna sig levande.,['SEM'],LLM WORSE,['SAK' 'SEM'],Syftar till att referera till ett beteende där människor känner ett behov att utsätta andra för att höja sitt självförtroende,"""you"" = generiskt (ej ""du"")","(O) - LLM missar innebörden av ""you"" i detta fall. Se problembeskrivning/åtgärd.",,Semantiskt,"[""Nobody's asking for the originals!""
 'Just fax us whatever you got, okay?' 'What?' 'Fax you, okay?'
 '""In an open investigation we do not release evidence under any circumstances.""']","['Oh, an open homicide investigation?' '!'
 ""What do you think we're doing, getting cats out of trees?""
 'Look, we link the victims, we got a case, okay?'
 'Now if you can just send us...' ""Nobody's asking for the originals!""
 'Just fax us whatever you got, okay?' 'What?' 'Fax you, okay?'
 '""In an open investigation we do not release evidence under any circumstances.""']"
